Company Name,Industry,Symbol,Series,ISIN Code,,
Gillette India Ltd.,CONSUMER GOODS,GILLETTE,EQ,INE322A01010,"""GILLETTE.NS""","""GILLETTE.NS"","
Glaxosmithkline Pharmaceuticals Ltd.,PHARMA,GLAXO,EQ,INE159A01016,"""GLAXO.NS""","""GLAXO.NS"","
Glenmark Pharmaceuticals Ltd.,PHARMA,GLENMARK,EQ,INE935A01035,"""GLENMARK.NS""","""GLENMARK.NS"","
Godfrey Phillips India Ltd.,CONSUMER GOODS,GODFRYPHLP,EQ,INE260B01028,"""GODFRYPHLP.NS""","""GODFRYPHLP.NS"","
Godrej Agrovet Ltd.,CONSUMER GOODS,GODREJAGRO,EQ,INE850D01014,"""GODREJAGRO.NS""","""GODREJAGRO.NS"","
Godrej Consumer Products Ltd.,CONSUMER GOODS,GODREJCP,EQ,INE102D01028,"""GODREJCP.NS""","""GODREJCP.NS"","
Godrej Industries Ltd.,CONSUMER GOODS,GODREJIND,EQ,INE233A01035,"""GODREJIND.NS""","""GODREJIND.NS"","
Godrej Properties Ltd.,CONSTRUCTION,GODREJPROP,EQ,INE484J01027,"""GODREJPROP.NS""","""GODREJPROP.NS"","
Granules India Ltd.,PHARMA,GRANULES,EQ,INE101D01020,"""GRANULES.NS""","""GRANULES.NS"","
Graphite India Ltd.,INDUSTRIAL MANUFACTURING,GRAPHITE,EQ,INE371A01025,"""GRAPHITE.NS""","""GRAPHITE.NS"","
Grasim Industries Ltd.,CEMENT & CEMENT PRODUCTS,GRASIM,EQ,INE047A01021,"""GRASIM.NS""","""GRASIM.NS"","
Great Eastern Shipping Co. Ltd.,SERVICES,GESHIP,EQ,INE017A01032,"""GESHIP.NS""","""GESHIP.NS"","
Greaves Cotton Ltd.,INDUSTRIAL MANUFACTURING,GREAVESCOT,EQ,INE224A01026,"""GREAVESCOT.NS""","""GREAVESCOT.NS"","
Grindwell Norton Ltd.,INDUSTRIAL MANUFACTURING,GRINDWELL,EQ,INE536A01023,"""GRINDWELL.NS""","""GRINDWELL.NS"","
Gujarat Alkalies & Chemicals Ltd.,CHEMICALS,GUJALKALI,EQ,INE186A01019,"""GUJALKALI.NS""","""GUJALKALI.NS"","
Gujarat Fluorochemicals Ltd.,CHEMICALS,FLUOROCHEM,EQ,INE09N301011,"""FLUOROCHEM.NS""","""FLUOROCHEM.NS"","
Gujarat Gas Ltd.,OIL & GAS,GUJGASLTD,EQ,INE844O01030,"""GUJGASLTD.NS""","""GUJGASLTD.NS"","
Gujarat Mineral Development Corporation Ltd.,METALS,GMDCLTD,EQ,INE131A01031,"""GMDCLTD.NS""","""GMDCLTD.NS"","
Gujarat Narmada Valley Fertilizers and Chemicals Ltd.,CHEMICALS,GNFC,EQ,INE113A01013,"""GNFC.NS""","""GNFC.NS"","
Gujarat Pipavav Port Ltd.,SERVICES,GPPL,EQ,INE517F01014,"""GPPL.NS""","""GPPL.NS"","
Gujarat State Fertilizers & Chemicals Ltd.,FERTILISERS & PESTICIDES,GSFC,EQ,INE026A01025,"""GSFC.NS""","""GSFC.NS"","
Gujarat State Petronet Ltd.,OIL & GAS,GSPL,EQ,INE246F01010,"""GSPL.NS""","""GSPL.NS"","
Gulf Oil Lubricants India Ltd.,OIL & GAS,GULFOILLUB,EQ,INE635Q01029,"""GULFOILLUB.NS""","""GULFOILLUB.NS"","
H.E.G. Ltd.,INDUSTRIAL MANUFACTURING,HEG,EQ,INE545A01016,"""HEG.NS""","""HEG.NS"","
HCL Technologies Ltd.,IT,HCLTECH,EQ,INE860A01027,"""HCLTECH.NS""","""HCLTECH.NS"","
HDFC Asset Management Company Ltd.,FINANCIAL SERVICES,HDFCAMC,EQ,INE127D01025,"""HDFCAMC.NS""","""HDFCAMC.NS"","
HDFC Bank Ltd.,FINANCIAL SERVICES,HDFCBANK,EQ,INE040A01034,"""HDFCBANK.NS""","""HDFCBANK.NS"","
HDFC Life Insurance Company Ltd.,FINANCIAL SERVICES,HDFCLIFE,EQ,INE795G01014,"""HDFCLIFE.NS""","""HDFCLIFE.NS"","
HFCL Ltd.,TELECOM,HFCL,EQ,INE548A01028,"""HFCL.NS""","""HFCL.NS"","
Hathway Cable & Datacom Ltd.,MEDIA & ENTERTAINMENT,HATHWAY,BE,INE982F01036,"""HATHWAY.NS""","""HATHWAY.NS"","
Hatsun Agro Product Ltd.,CONSUMER GOODS,HATSUN,EQ,INE473B01035,"""HATSUN.NS""","""HATSUN.NS"","
Havells India Ltd.,CONSUMER GOODS,HAVELLS,EQ,INE176B01034,"""HAVELLS.NS""","""HAVELLS.NS"","
HeidelbergCement India Ltd.,CEMENT & CEMENT PRODUCTS,HEIDELBERG,EQ,INE578A01017,"""HEIDELBERG.NS""","""HEIDELBERG.NS"","
Heritage Foods Ltd.,CONSUMER GOODS,HERITGFOOD,EQ,INE978A01027,"""HERITGFOOD.NS""","""HERITGFOOD.NS"","
Hero MotoCorp Ltd.,AUTOMOBILE,HEROMOTOCO,EQ,INE158A01026,"""HEROMOTOCO.NS""","""HEROMOTOCO.NS"","
Hexaware Technologies Ltd.,IT,HEXAWARE,EQ,INE093A01033,"""HEXAWARE.NS""","""HEXAWARE.NS"","
Himadri Speciality Chemical Ltd.,CHEMICALS,HSCL,EQ,INE019C01026,"""HSCL.NS""","""HSCL.NS"","
Himatsingka Seide Ltd.,TEXTILES,HIMATSEIDE,EQ,INE049A01027,"""HIMATSEIDE.NS""","""HIMATSEIDE.NS"","
Hindalco Industries Ltd.,METALS,HINDALCO,EQ,INE038A01020,"""HINDALCO.NS""","""HINDALCO.NS"","
Hindustan Aeronautics Ltd.,INDUSTRIAL MANUFACTURING,HAL,EQ,INE066F01012,"""HAL.NS""","""HAL.NS"","
Hindustan Copper Ltd.,METALS,HINDCOPPER,EQ,INE531E01026,"""HINDCOPPER.NS""","""HINDCOPPER.NS"","
Hindustan Petroleum Corporation Ltd.,OIL & GAS,HINDPETRO,EQ,INE094A01015,"""HINDPETRO.NS""","""HINDPETRO.NS"","
Hindustan Unilever Ltd.,CONSUMER GOODS,HINDUNILVR,EQ,INE030A01027,"""HINDUNILVR.NS""","""HINDUNILVR.NS"","
Hindustan Zinc Ltd.,METALS,HINDZINC,EQ,INE267A01025,"""HINDZINC.NS""","""HINDZINC.NS"","
Honeywell Automation India Ltd.,INDUSTRIAL MANUFACTURING,HONAUT,EQ,INE671A01010,"""HONAUT.NS""","""HONAUT.NS"","
Housing & Urban Development Corporation Ltd.,FINANCIAL SERVICES,HUDCO,EQ,INE031A01017,"""HUDCO.NS""","""HUDCO.NS"","
Housing Development Finance Corporation Ltd.,FINANCIAL SERVICES,HDFC,EQ,INE001A01036,"""HDFC.NS""","""HDFC.NS"","
ICICI Bank Ltd.,FINANCIAL SERVICES,ICICIBANK,EQ,INE090A01021,"""ICICIBANK.NS""","""ICICIBANK.NS"","
ICICI Lombard General Insurance Company Ltd.,FINANCIAL SERVICES,ICICIGI,EQ,INE765G01017,"""ICICIGI.NS""","""ICICIGI.NS"","
ICICI Prudential Life Insurance Company Ltd.,FINANCIAL SERVICES,ICICIPRULI,EQ,INE726G01019,"""ICICIPRULI.NS""","""ICICIPRULI.NS"","
ICICI Securities Ltd.,FINANCIAL SERVICES,ISEC,EQ,INE763G01038,"""ISEC.NS""","""ISEC.NS"","
ICRA Ltd.,FINANCIAL SERVICES,ICRA,EQ,INE725G01011,"""ICRA.NS""","""ICRA.NS"","
IDBI Bank Ltd.,FINANCIAL SERVICES,IDBI,EQ,INE008A01015,"""IDBI.NS""","""IDBI.NS"","
IDFC First Bank Ltd.,FINANCIAL SERVICES,IDFCFIRSTB,EQ,INE092T01019,"""IDFCFIRSTB.NS""","""IDFCFIRSTB.NS"","
IDFC Ltd.,FINANCIAL SERVICES,IDFC,EQ,INE043D01016,"""IDFC.NS""","""IDFC.NS"","
IFB Industries Ltd.,CONSUMER GOODS,IFBIND,EQ,INE559A01017,"""IFBIND.NS""","""IFBIND.NS"","
IFCI Ltd.,FINANCIAL SERVICES,IFCI,EQ,INE039A01010,"""IFCI.NS""","""IFCI.NS"","
IIFL Finance Ltd.,FINANCIAL SERVICES,IIFL,EQ,INE530B01024,"""IIFL.NS""","""IIFL.NS"","
IIFL Wealth Management Ltd.,FINANCIAL SERVICES,IIFLWAM,EQ,INE466L01020,"""IIFLWAM.NS""","""IIFLWAM.NS"","
IRB Infrastructure Developers Ltd.,CONSTRUCTION,IRB,EQ,INE821I01014,"""IRB.NS""","""IRB.NS"","
IRCON International Ltd.,CONSTRUCTION,IRCON,EQ,INE962Y01021,"""IRCON.NS""","""IRCON.NS"","
ITC Ltd.,CONSUMER GOODS,ITC,EQ,INE154A01025,"""ITC.NS""","""ITC.NS"","
ITI Ltd.,TELECOM,ITI,EQ,INE248A01017,"""ITI.NS""","""ITI.NS"","
India Cements Ltd.,CEMENT & CEMENT PRODUCTS,INDIACEM,EQ,INE383A01012,"""INDIACEM.NS""","""INDIACEM.NS"","
India Tourism Development Corporation Ltd.,SERVICES,ITDC,EQ,INE353K01014,"""ITDC.NS""","""ITDC.NS"","
Indiabulls Housing Finance Ltd.,FINANCIAL SERVICES,IBULHSGFIN,EQ,INE148I01020,"""IBULHSGFIN.NS""","""IBULHSGFIN.NS"","
Indiabulls Real Estate Ltd.,CONSTRUCTION,IBREALEST,EQ,INE069I01010,"""IBREALEST.NS""","""IBREALEST.NS"","
Indiabulls Ventures Ltd.,FINANCIAL SERVICES,IBVENTURES,EQ,INE274G01010,"""IBVENTURES.NS""","""IBVENTURES.NS"","
Indiamart Intermesh Ltd.,CONSUMER GOODS,INDIAMART,EQ,INE933S01016,"""INDIAMART.NS""","""INDIAMART.NS"","
Indian Bank,FINANCIAL SERVICES,INDIANB,EQ,INE562A01011,"""INDIANB.NS""","""INDIANB.NS"","
Indian Energy Exchange Ltd.,FINANCIAL SERVICES,IEX,EQ,INE022Q01020,"""IEX.NS""","""IEX.NS"","
Indian Hotels Co. Ltd.,SERVICES,INDHOTEL,EQ,INE053A01029,"""INDHOTEL.NS""","""INDHOTEL.NS"","
Indian Oil Corporation Ltd.,OIL & GAS,IOC,EQ,INE242A01010,"""IOC.NS""","""IOC.NS"","
Indian Overseas Bank ,FINANCIAL SERVICES,IOB,EQ,INE565A01014,"""IOB.NS""","""IOB.NS"","
Indian Railway Catering And Tourism Corporation Ltd.,SERVICES,IRCTC,EQ,INE335Y01012,"""IRCTC.NS""","""IRCTC.NS"","
IndoStar Capital Finance Ltd.,FINANCIAL SERVICES,INDOSTAR,EQ,INE896L01010,"""INDOSTAR.NS""","""INDOSTAR.NS"","
Indoco Remedies Ltd.,PHARMA,INDOCO,EQ,INE873D01024,"""INDOCO.NS""","""INDOCO.NS"","
Indraprastha Gas Ltd.,OIL & GAS,IGL,EQ,INE203G01027,"""IGL.NS""","""IGL.NS"","
IndusInd Bank Ltd.,FINANCIAL SERVICES,INDUSINDBK,EQ,INE095A01012,"""INDUSINDBK.NS""","""INDUSINDBK.NS"","
Infibeam Avenues Ltd.,IT,INFIBEAM,EQ,INE483S01020,"""INFIBEAM.NS""","""INFIBEAM.NS"","
Info Edge (India) Ltd.,IT,NAUKRI,EQ,INE663F01024,"""NAUKRI.NS""","""NAUKRI.NS"","
Infosys Ltd.,IT,INFY,EQ,INE009A01021,"""INFY.NS""","""INFY.NS"","
Ingersoll Rand (India) Ltd.,INDUSTRIAL MANUFACTURING,INGERRAND,EQ,INE177A01018,"""INGERRAND.NS""","""INGERRAND.NS"","
Inox Leisure Ltd.,MEDIA & ENTERTAINMENT,INOXLEISUR,EQ,INE312H01016,"""INOXLEISUR.NS""","""INOXLEISUR.NS"","
Intellect Design Arena Ltd.,IT,INTELLECT,EQ,INE306R01017,"""INTELLECT.NS""","""INTELLECT.NS"","
InterGlobe Aviation Ltd.,SERVICES,INDIGO,EQ,INE646L01027,"""INDIGO.NS""","""INDIGO.NS"","
Ipca Laboratories Ltd.,PHARMA,IPCALAB,EQ,INE571A01020,"""IPCALAB.NS""","""IPCALAB.NS"","
J.B. Chemicals & Pharmaceuticals Ltd.,PHARMA,JBCHEPHARM,EQ,INE572A01028,"""JBCHEPHARM.NS""","""JBCHEPHARM.NS"","
J.K. Cement Ltd.,CEMENT & CEMENT PRODUCTS,JKCEMENT,EQ,INE823G01014,"""JKCEMENT.NS""","""JKCEMENT.NS"","
JK Lakshmi Cement Ltd.,CEMENT & CEMENT PRODUCTS,JKLAKSHMI,EQ,INE786A01032,"""JKLAKSHMI.NS""","""JKLAKSHMI.NS"","
JK Paper Ltd.,PAPER,JKPAPER,EQ,INE789E01012,"""JKPAPER.NS""","""JKPAPER.NS"","
JK Tyre & Industries Ltd.,AUTOMOBILE,JKTYRE,EQ,INE573A01042,"""JKTYRE.NS""","""JKTYRE.NS"","
JM Financial Ltd.,FINANCIAL SERVICES,JMFINANCIL,EQ,INE780C01023,"""JMFINANCIL.NS""","""JMFINANCIL.NS"","
JSW Energy Ltd.,POWER,JSWENERGY,EQ,INE121E01018,"""JSWENERGY.NS""","""JSWENERGY.NS"","
JSW Steel Ltd.,METALS,JSWSTEEL,EQ,INE019A01038,"""JSWSTEEL.NS""","""JSWSTEEL.NS"","
Jagran Prakashan Ltd.,MEDIA & ENTERTAINMENT,JAGRAN,EQ,INE199G01027,"""JAGRAN.NS""","""JAGRAN.NS"","
Jai Corp Ltd.,INDUSTRIAL MANUFACTURING,JAICORPLTD,EQ,INE070D01027,"""JAICORPLTD.NS""","""JAICORPLTD.NS"","
Jammu & Kashmir Bank Ltd.,FINANCIAL SERVICES,J&KBANK,EQ,INE168A01041,"""J&KBANK.NS""","""J&KBANK.NS"","
Jamna Auto Industries Ltd.,AUTOMOBILE,JAMNAAUTO,EQ,INE039C01032,"""JAMNAAUTO.NS""","""JAMNAAUTO.NS"","
Jindal Saw Ltd.,METALS,JINDALSAW,EQ,INE324A01024,"""JINDALSAW.NS""","""JINDALSAW.NS"","
Jindal Stainless (Hisar) Ltd.,METALS,JSLHISAR,EQ,INE455T01018,"""JSLHISAR.NS""","""JSLHISAR.NS"","
Jindal Stainless Ltd.,METALS,JSL,EQ,INE220G01021,"""JSL.NS""","""JSL.NS"","
Jindal Steel & Power Ltd.,METALS,JINDALSTEL,EQ,INE749A01030,"""JINDALSTEL.NS""","""JINDALSTEL.NS"","
Johnson Controls - Hitachi Air Conditioning India Ltd.,CONSUMER GOODS,JCHAC,EQ,INE782A01015,"""JCHAC.NS""","""JCHAC.NS"","
Jubilant Foodworks Ltd.,CONSUMER GOODS,JUBLFOOD,EQ,INE797F01012,"""JUBLFOOD.NS""","""JUBLFOOD.NS"","
Jubilant Life Sciences Ltd.,PHARMA,JUBILANT,EQ,INE700A01033,"""JUBILANT.NS""","""JUBILANT.NS"","
Justdial Ltd.,IT,JUSTDIAL,EQ,INE599M01018,"""JUSTDIAL.NS""","""JUSTDIAL.NS"","
Jyothy Labs Ltd.,CONSUMER GOODS,JYOTHYLAB,EQ,INE668F01031,"""JYOTHYLAB.NS""","""JYOTHYLAB.NS"","
K.P.R. Mill Ltd.,TEXTILES,KPRMILL,EQ,INE930H01023,"""KPRMILL.NS""","""KPRMILL.NS"","
KEI Industries Ltd.,INDUSTRIAL MANUFACTURING,KEI,EQ,INE878B01027,"""KEI.NS""","""KEI.NS"","
KNR Constructions Ltd.,CONSTRUCTION,KNRCON,EQ,INE634I01029,"""KNRCON.NS""","""KNRCON.NS"","
KPIT Technologies Ltd.,IT,KPITTECH,EQ,INE04I401011,"""KPITTECH.NS""","""KPITTECH.NS"","
KRBL Ltd.,CONSUMER GOODS,KRBL,EQ,INE001B01026,"""KRBL.NS""","""KRBL.NS"","
KSB Ltd.,INDUSTRIAL MANUFACTURING,KSB,EQ,INE999A01015,"""KSB.NS""","""KSB.NS"","
Kajaria Ceramics Ltd.,CONSTRUCTION,KAJARIACER,EQ,INE217B01036,"""KAJARIACER.NS""","""KAJARIACER.NS"","
Kalpataru Power Transmission Ltd.,POWER,KALPATPOWR,EQ,INE220B01022,"""KALPATPOWR.NS""","""KALPATPOWR.NS"","
Kansai Nerolac Paints Ltd.,CONSUMER GOODS,KANSAINER,EQ,INE531A01024,"""KANSAINER.NS""","""KANSAINER.NS"","
Karnataka Bank Ltd.,FINANCIAL SERVICES,KTKBANK,EQ,INE614B01018,"""KTKBANK.NS""","""KTKBANK.NS"","
Karur Vysya Bank Ltd.,FINANCIAL SERVICES,KARURVYSYA,EQ,INE036D01028,"""KARURVYSYA.NS""","""KARURVYSYA.NS"","
Kaveri Seed Company Ltd.,CONSUMER GOODS,KSCL,EQ,INE455I01029,"""KSCL.NS""","""KSCL.NS"","
Kec International Ltd.,CONSTRUCTION,KEC,EQ,INE389H01022,"""KEC.NS""","""KEC.NS"","
Kolte-Patil Developers Ltd.,CONSTRUCTION,KOLTEPATIL,EQ,INE094I01018,"""KOLTEPATIL.NS""","""KOLTEPATIL.NS"","
Kotak Mahindra Bank Ltd.,FINANCIAL SERVICES,KOTAKBANK,EQ,INE237A01028,"""KOTAKBANK.NS""","""KOTAKBANK.NS"","
L&T Finance Holdings Ltd.,FINANCIAL SERVICES,L&TFH,EQ,INE498L01015,"""L&TFH.NS""","""L&TFH.NS"","
L&T Technology Services Ltd.,IT,LTTS,EQ,INE010V01017,"""LTTS.NS""","""LTTS.NS"","
LIC Housing Finance Ltd.,FINANCIAL SERVICES,LICHSGFIN,EQ,INE115A01026,"""LICHSGFIN.NS""","""LICHSGFIN.NS"","
La Opala RG Ltd.,CONSUMER GOODS,LAOPALA,EQ,INE059D01020,"""LAOPALA.NS""","""LAOPALA.NS"","
Lakshmi Machine Works Ltd.,INDUSTRIAL MANUFACTURING,LAXMIMACH,EQ,INE269B01029,"""LAXMIMACH.NS""","""LAXMIMACH.NS"","
Larsen & Toubro Infotech Ltd.,IT,LTI,EQ,INE214T01019,"""LTI.NS""","""LTI.NS"","
Larsen & Toubro Ltd.,CONSTRUCTION,LT,EQ,INE018A01030,"""LT.NS""","""LT.NS"","
Laurus Labs Ltd.,PHARMA,LAURUSLABS,EQ,INE947Q01010,"""LAURUSLABS.NS""","""LAURUSLABS.NS"","
Lemon Tree Hotels Ltd.,SERVICES,LEMONTREE,EQ,INE970X01018,"""LEMONTREE.NS""","""LEMONTREE.NS"","
Linde India Ltd.,CHEMICALS,LINDEINDIA,EQ,INE473A01011,"""LINDEINDIA.NS""","""LINDEINDIA.NS"","
Lupin Ltd.,PHARMA,LUPIN,EQ,INE326A01037,"""LUPIN.NS""","""LUPIN.NS"","
Lux Industries Ltd.,TEXTILES,LUXIND,EQ,INE150G01020,"""LUXIND.NS""","""LUXIND.NS"","
MAS Financial Services Ltd.,FINANCIAL SERVICES,MASFIN,EQ,INE348L01012,"""MASFIN.NS""","""MASFIN.NS"","
MMTC Ltd.,SERVICES,MMTC,EQ,INE123F01029,"""MMTC.NS""","""MMTC.NS"","
MOIL Ltd.,METALS,MOIL,EQ,INE490G01020,"""MOIL.NS""","""MOIL.NS"","
MRF Ltd.,AUTOMOBILE,MRF,EQ,INE883A01011,"""MRF.NS""","""MRF.NS"","
Mahanagar Gas Ltd.,OIL & GAS,MGL,EQ,INE002S01010,"""MGL.NS""","""MGL.NS"","
Maharashtra Scooters Ltd.,AUTOMOBILE,MAHSCOOTER,EQ,INE288A01013,"""MAHSCOOTER.NS""","""MAHSCOOTER.NS"","
Maharashtra Seamless Ltd.,METALS,MAHSEAMLES,EQ,INE271B01025,"""MAHSEAMLES.NS""","""MAHSEAMLES.NS"","
Mahindra & Mahindra Financial Services Ltd.,FINANCIAL SERVICES,M&MFIN,EQ,INE774D01024,"""M&MFIN.NS""","""M&MFIN.NS"","
Mahindra & Mahindra Ltd.,AUTOMOBILE,M&M,EQ,INE101A01026,"""M&M.NS""","""M&M.NS"","
Mahindra CIE Automotive Ltd.,INDUSTRIAL MANUFACTURING,MAHINDCIE,EQ,INE536H01010,"""MAHINDCIE.NS""","""MAHINDCIE.NS"","
Mahindra Holidays & Resorts India Ltd.,SERVICES,MHRIL,EQ,INE998I01010,"""MHRIL.NS""","""MHRIL.NS"","
Mahindra Logistics Ltd.,SERVICES,MAHLOG,EQ,INE766P01016,"""MAHLOG.NS""","""MAHLOG.NS"","
Manappuram Finance Ltd.,FINANCIAL SERVICES,MANAPPURAM,EQ,INE522D01027,"""MANAPPURAM.NS""","""MANAPPURAM.NS"","
Mangalore Refinery & Petrochemicals Ltd.,OIL & GAS,MRPL,EQ,INE103A01014,"""MRPL.NS""","""MRPL.NS"","
Marico Ltd.,CONSUMER GOODS,MARICO,EQ,INE196A01026,"""MARICO.NS""","""MARICO.NS"","
Maruti Suzuki India Ltd.,AUTOMOBILE,MARUTI,EQ,INE585B01010,"""MARUTI.NS""","""MARUTI.NS"","
Max Financial Services Ltd.,FINANCIAL SERVICES,MFSL,EQ,INE180A01020,"""MFSL.NS""","""MFSL.NS"","
Metropolis Healthcare Ltd.,HEALTHCARE SERVICES,METROPOLIS,EQ,INE112L01020,"""METROPOLIS.NS""","""METROPOLIS.NS"","
MindTree Ltd.,IT,MINDTREE,EQ,INE018I01017,"""MINDTREE.NS""","""MINDTREE.NS"","
Minda Corporation Ltd.,AUTOMOBILE,MINDACORP,EQ,INE842C01021,"""MINDACORP.NS""","""MINDACORP.NS"","
Minda Industries Ltd.,AUTOMOBILE,MINDAIND,EQ,INE405E01023,"""MINDAIND.NS""","""MINDAIND.NS"","
Mishra Dhatu Nigam Ltd.,METALS,MIDHANI,EQ,INE099Z01011,"""MIDHANI.NS""","""MIDHANI.NS"","
Motherson Sumi Systems Ltd.,AUTOMOBILE,MOTHERSUMI,EQ,INE775A01035,"""MOTHERSUMI.NS""","""MOTHERSUMI.NS"","
Motilal Oswal Financial Services Ltd.,FINANCIAL SERVICES,MOTILALOFS,EQ,INE338I01027,"""MOTILALOFS.NS""","""MOTILALOFS.NS"","
MphasiS Ltd.,IT,MPHASIS,EQ,INE356A01018,"""MPHASIS.NS""","""MPHASIS.NS"","
Multi Commodity Exchange of India Ltd.,FINANCIAL SERVICES,MCX,EQ,INE745G01035,"""MCX.NS""","""MCX.NS"","
Muthoot Finance Ltd.,FINANCIAL SERVICES,MUTHOOTFIN,EQ,INE414G01012,"""MUTHOOTFIN.NS""","""MUTHOOTFIN.NS"","
NATCO Pharma Ltd.,PHARMA,NATCOPHARM,EQ,INE987B01026,"""NATCOPHARM.NS""","""NATCOPHARM.NS"","
NBCC (India) Ltd.,CONSTRUCTION,NBCC,EQ,INE095N01031,"""NBCC.NS""","""NBCC.NS"","
NCC Ltd.,CONSTRUCTION,NCC,EQ,INE868B01028,"""NCC.NS""","""NCC.NS"","
NESCO Ltd.,SERVICES,NESCO,EQ,INE317F01035,"""NESCO.NS""","""NESCO.NS"","
NHPC Ltd.,POWER,NHPC,EQ,INE848E01016,"""NHPC.NS""","""NHPC.NS"","
